nametype,reclat,name,fall,recclass,id,geolocation,year,:@computed_region_cbhk_fwbd,mass,:@computed_region_nnqa_25f4,reclong
Valid,64.020000,Omolon,Fell,"Pallasite, PMG",18019,"{'type': 'Point', 'coordinates': [161.80833, 64.02]}",1981-01-01T00:00:00.000,,250000,,161.808330
Valid,43.883330,Orgueil,Fell,CI1,18026,"{'type': 'Point', 'coordinates': [1.38333, 43.88333]}",1864-01-01T00:00:00.000,,14000,,1.383330
Valid,28.547500,Orlando,Fell,Eucrite,34489,"{'type': 'Point', 'coordinates': [-81.36222, 28.5475]}",2004-01-01T00:00:00.000,30,180,1078,-81.362220
Valid,47.116670,Ornans,Fell,CO3.4,18030,"{'type': 'Point', 'coordinates': [6.15, 47.11667]}",1868-01-01T00:00:00.000,,6000,,6.150000
Valid,48.500000,Ortenau,Fell,Stone-uncl,18033,"{'type': 'Point', 'coordinates': [8, 48.5]}",1671-01-01T00:00:00.000,,4500,,8.000000
Valid,42.133330,Orvinio,Fell,H6,18034,"{'type': 'Point', 'coordinates': [12.93333, 42.13333]}",1872-01-01T00:00:00.000,,3400,,12.933330
Valid,58.883330,Oterøy,Fell,L6,18042,"{'type': 'Point', 'coordinates': [9.4, 58.88333]}",1928-01-01T00:00:00.000,,246,,9.400000
Valid,38.400000,Otomi,Fell,H,18045,"{'type': 'Point', 'coordinates': [140.35, 38.4]}",1867-01-01T00:00:00.000,,6510,,140.350000
Valid,38.600000,Ottawa,Fell,LL6,18046,"{'type': 'Point', 'coordinates': [-95.21667, 38.6]}",1896-01-01T00:00:00.000,17,840,1947,-95.216670
Valid,12.900000,Ouadangou,Fell,L5,56729,"{'type': 'Point', 'coordinates': [0.08, 12.9]}",2003-01-01T00:00:00.000,,4440,,0.080000
Valid,30.180000,Oued el Hadjar,Fell,LL6,18050,"{'type': 'Point', 'coordinates': [-6.57717, 30.18]}",1986-01-01T00:00:00.000,,1215.5,,-6.577170
Valid,24.300000,Oum Dreyga,Fell,H3-5,31282,"{'type': 'Point', 'coordinates': [-13.1, 24.3]}",2003-01-01T00:00:00.000,,17000,,-13.100000
Valid,37.608330,Ourique,Fell,H4,18052,"{'type': 'Point', 'coordinates': [-8.28, 37.60833]}",1998-01-01T00:00:00.000,,20000,,-8.280000
Valid,-18.000000,Ovambo,Fell,L6,18055,"{'type': 'Point', 'coordinates': [16, -18]}",1900-01-01T00:00:00.000,,121.5,,16.000000
Valid,43.400000,Oviedo,Fell,H5,18058,"{'type': 'Point', 'coordinates': [-5.86667, 43.4]}",1856-01-01T00:00:00.000,,205,,-5.866670
Valid,51.333330,Owrucz,Fell,OC,18062,"{'type': 'Point', 'coordinates': [28.83333, 51.33333]}",1775-01-01T00:00:00.000,,,,28.833330
Valid,21.050000,Pacula,Fell,L6,18068,"{'type': 'Point', 'coordinates': [-99.3, 21.05]}",1881-01-01T00:00:00.000,,3400,,-99.300000
Valid,55.666670,Padvarninkai,Fell,Eucrite-mmict,18069,"{'type': 'Point', 'coordinates': [25, 55.66667]}",1929-01-01T00:00:00.000,,3858,,25.000000
Valid,17.743330,Paitan,Fell,H6,18072,"{'type': 'Point', 'coordinates': [120.45583, 17.74333]}",1910-01-01T00:00:00.000,,515,,120.455830
Valid,32.316670,Palahatchie,Fell,OC,18073,"{'type': 'Point', 'coordinates': [-89.71667, 32.31667]}",1910-01-01T00:00:00.000,32,,503,-89.716670
Valid,-23.116670,Palca de Aparzo,Fell,L5,18074,"{'type': 'Point', 'coordinates': [-65.1, -23.11667]}",1988-01-01T00:00:00.000,,1430,,-65.100000
Valid,43.483330,Palinshih,Fell,Iron,18077,"{'type': 'Point', 'coordinates': [118.61667, 43.48333]}",1914-01-01T00:00:00.000,,18000,,118.616670
Valid,39.800000,Palmyra,Fell,L3,18079,"{'type': 'Point', 'coordinates': [-91.5, 39.8]}",1926-01-01T00:00:00.000,18,135,2122,-91.500000
Valid,21.300000,Palolo Valley,Fell,H5,18082,"{'type': 'Point', 'coordinates': [-157.78333, 21.3]}",1949-01-01T00:00:00.000,4,682,1657,-157.783330
Valid,,Dominion Range 03239,Found,L6,32591,,2002-01-01T00:00:00.000,,69.5,,
Valid,15.083330,Pampanga,Fell,L5,18093,"{'type': 'Point', 'coordinates': [120.7, 15.08333]}",1859-01-01T00:00:00.000,,10500,,120.700000
Valid,8.066670,Pantar,Fell,H5,18098,"{'type': 'Point', 'coordinates': [124.28333, 8.06667]}",1938-01-01T00:00:00.000,,2130,,124.283330
Valid,36.066670,Paragould,Fell,LL5,18101,"{'type': 'Point', 'coordinates': [-90.5, 36.06667]}",1930-01-01T00:00:00.000,15,408000,1023,-90.500000
Valid,-6.233330,Parambu,Fell,LL5,18102,"{'type': 'Point', 'coordinates': [-40.7, -6.23333]}",1967-01-01T00:00:00.000,,2000,,-40.700000
Valid,-19.133330,Paranaiba,Fell,L6,18103,"{'type': 'Point', 'coordinates': [-51.66667, -19.13333]}",1956-01-01T00:00:00.000,,100000,,-51.666670
Valid,41.484720,Park Forest,Fell,L5,18106,"{'type': 'Point', 'coordinates': [-87.67917, 41.48472]}",2003-01-01T00:00:00.000,34,18000,1863,-87.679170
Valid,9.233330,Parnallee,Fell,LL3.6,18108,"{'type': 'Point', 'coordinates': [78.35, 9.23333]}",1857-01-01T00:00:00.000,,77600,,78.350000
Valid,26.200000,Parsa,Fell,EH3,18109,"{'type': 'Point', 'coordinates': [85.4, 26.2]}",1942-01-01T00:00:00.000,,800,,85.400000
Valid,36.216670,Pasamonte,Fell,Eucrite-pmict,18110,"{'type': 'Point', 'coordinates': [-103.4, 36.21667]}",1933-01-01T00:00:00.000,11,5100,1994,-103.400000
Valid,20.936940,Patora,Fell,H6,18112,"{'type': 'Point', 'coordinates': [82.05, 20.93694]}",1969-01-01T00:00:00.000,,4375,,82.050000
Valid,-19.533330,Patrimonio,Fell,L6,18116,"{'type': 'Point', 'coordinates': [-48.56667, -19.53333]}",1950-01-01T00:00:00.000,,2121,,-48.566670
Valid,38.133330,Patti,Fell,Iron,18118,"{'type': 'Point', 'coordinates': [14.96667, 38.13333]}",1922-01-01T00:00:00.000,,12,,14.966670
Valid,23.150000,Patwar,Fell,Mesosiderite-A1,18171,"{'type': 'Point', 'coordinates': [91.18333, 23.15]}",1935-01-01T00:00:00.000,,37350,,91.183330
Valid,43.466670,Pavel,Fell,H5,18173,"{'type': 'Point', 'coordinates': [25.51667, 43.46667]}",1966-01-01T00:00:00.000,,2968,,25.516670
Valid,52.300000,Pavlodar (stone),Fell,H5,18175,"{'type': 'Point', 'coordinates': [77.03333, 52.3]}",1938-01-01T00:00:00.000,,142.5,,77.033330
Valid,48.533330,Pavlograd,Fell,L6,18176,"{'type': 'Point', 'coordinates': [35.98333, 48.53333]}",1826-01-01T00:00:00.000,,40000,,35.983330
Valid,52.033330,Pavlovka,Fell,Howardite,18177,"{'type': 'Point', 'coordinates': [43, 52.03333]}",1882-01-01T00:00:00.000,,2000,,43.000000
Valid,11.333670,Pê,Fell,L6,18179,"{'type': 'Point', 'coordinates': [-3.54217, 11.33367]}",1989-01-01T00:00:00.000,,,,-3.542170
Valid,56.133330,Peace River,Fell,L6,18180,"{'type': 'Point', 'coordinates': [-117.93333, 56.13333]}",1963-01-01T00:00:00.000,,45760,,-117.933330
Valid,51.666670,Peckelsheim,Fell,Diogenite-pm,18181,"{'type': 'Point', 'coordinates': [9.25, 51.66667]}",1953-01-01T00:00:00.000,,117.8,,9.250000
Valid,41.283330,Peekskill,Fell,H6,18782,"{'type': 'Point', 'coordinates': [-73.91667, 41.28333]}",1992-01-01T00:00:00.000,47,12570,2185,-73.916670
Valid,30.125000,Peña Blanca Spring,Fell,Aubrite,18786,"{'type': 'Point', 'coordinates': [-103.11667, 30.125]}",1946-01-01T00:00:00.000,23,70000,3062,-103.116670
Valid,-10.666670,Peramiho,Fell,Eucrite-mmict,18792,"{'type': 'Point', 'coordinates': [35.5, -10.66667]}",1899-01-01T00:00:00.000,,165,,35.500000
Valid,23.325000,Perpeti,Fell,L6,18793,"{'type': 'Point', 'coordinates': [91, 23.325]}",1935-01-01T00:00:00.000,,23474,,91.000000
Valid,56.400000,Perth,Fell,LL5,18797,"{'type': 'Point', 'coordinates': [-3.43333, 56.4]}",1830-01-01T00:00:00.000,,2,,-3.433330
Valid,56.633330,Pervomaisky,Fell,L6,18798,"{'type': 'Point', 'coordinates': [39.43333, 56.63333]}",1933-01-01T00:00:00.000,,66000,,39.433330
Valid,55.500000,Pesyanoe,Fell,Aubrite,18799,"{'type': 'Point', 'coordinates': [66.08333, 55.5]}",1933-01-01T00:00:00.000,,3393,,66.083330
Valid,14.052000,Pétèlkolé,Fell,H5,18800,"{'type': 'Point', 'coordinates': [0.42, 14.052]}",1995-01-01T00:00:00.000,,189,,0.420000
Valid,35.300000,Petersburg,Fell,Eucrite-pmict,18801,"{'type': 'Point', 'coordinates': [-86.63333, 35.3]}",1855-01-01T00:00:00.000,39,1800,2017,-86.633330
Valid,53.533330,Pettiswood,Fell,Stone-uncl,18804,"{'type': 'Point', 'coordinates': [-7.33333, 53.53333]}",1779-01-01T00:00:00.000,,,,-7.333330
Valid,40.000000,Phillips County (stone),Fell,L6,18808,"{'type': 'Point', 'coordinates': [-99.25, 40]}",1901-01-01T00:00:00.000,17,57900,1255,-99.250000
Valid,11.250000,Phu Hong,Fell,H4,18809,"{'type': 'Point', 'coordinates': [108.58333, 11.25]}",1887-01-01T00:00:00.000,,500,,108.583330
Valid,12.000000,Phum Sambo,Fell,H4,18811,"{'type': 'Point', 'coordinates': [105.48333, 12]}",1933-01-01T00:00:00.000,,7800,,105.483330
Valid,15.716670,Phuoc-Binh,Fell,L5,18812,"{'type': 'Point', 'coordinates': [108.1, 15.71667]}",1941-01-01T00:00:00.000,,11000,,108.100000
Valid,44.244170,Piancaldoli,Fell,LL3.4,18813,"{'type': 'Point', 'coordinates': [11.50222, 44.24417]}",1968-01-01T00:00:00.000,,13.1,,11.502220
Valid,41.366670,Picote,Fell,Stone-uncl,18816,"{'type': 'Point', 'coordinates': [-6.23333, 41.36667]}",1843-01-01T00:00:00.000,,,,-6.233330
Valid,58.666670,Pillistfer,Fell,EL6,18822,"{'type': 'Point', 'coordinates': [25.73333, 58.66667]}",1863-01-01T00:00:00.000,,23250,,25.733330
Valid,26.034720,Piplia Kalan,Fell,Eucrite-mmict,18831,"{'type': 'Point', 'coordinates': [73.94167, 26.03472]}",1996-01-01T00:00:00.000,,42000,,73.941670
Valid,-32.866670,Piquetberg,Fell,H,18832,"{'type': 'Point', 'coordinates': [18.71667, -32.86667]}",1881-01-01T00:00:00.000,,37,,18.716670
Valid,25.800000,Pirgunje,Fell,L6,18834,"{'type': 'Point', 'coordinates': [88.45, 25.8]}",1882-01-01T00:00:00.000,,842,,88.450000
Valid,29.583330,Pirthalla,Fell,H6,18835,"{'type': 'Point', 'coordinates': [76, 29.58333]}",1884-01-01T00:00:00.000,,1161,,76.000000
Valid,31.950000,Pitts,Fell,"Iron, IAB-ung",18837,"{'type': 'Point', 'coordinates': [-83.51667, 31.95]}",1921-01-01T00:00:00.000,31,3760,207,-83.516670
Valid,30.700000,Plantersville,Fell,H6,18846,"{'type': 'Point', 'coordinates': [-96.11667, 30.7]}",1930-01-01T00:00:00.000,23,2085,2018,-96.116670
Valid,45.275000,Pleşcoi,Fell,L5-6,51706,"{'type': 'Point', 'coordinates': [26.70972, 45.275]}",2008-01-01T00:00:00.000,,6913,,26.709720
Valid,50.533330,Ploschkovitz,Fell,L5,18849,"{'type': 'Point', 'coordinates': [14.11667, 50.53333]}",1723-01-01T00:00:00.000,,39,,14.116670
Valid,11.583330,Pnompehn,Fell,L6,18851,"{'type': 'Point', 'coordinates': [104.91667, 11.58333]}",1868-01-01T00:00:00.000,,96,,104.916670
Valid,,Dominion Range 03240,Found,LL5,32592,,2002-01-01T00:00:00.000,,290.89999999999998,,
Valid,50.933330,Pohlitz,Fell,L5,18853,"{'type': 'Point', 'coordinates': [12.13333, 50.93333]}",1819-01-01T00:00:00.000,,3000,,12.133330
Valid,26.716670,Pokhra,Fell,H5,18858,"{'type': 'Point', 'coordinates': [82.66667, 26.71667]}",1866-01-01T00:00:00.000,,350,,82.666670
Valid,66.348330,Pollen,Fell,CM2,18860,"{'type': 'Point', 'coordinates': [14.015, 66.34833]}",1942-01-01T00:00:00.000,,253.6,,14.015000
Valid,53.036390,Pontlyfni,Fell,Winonaite,18865,"{'type': 'Point', 'coordinates': [-4.31944, 53.03639]}",1931-01-01T00:00:00.000,,157,,-4.319440
Valid,34.175000,Portales Valley,Fell,H6,18874,"{'type': 'Point', 'coordinates': [-103.295, 34.175]}",1998-01-01T00:00:00.000,11,71400,1987,-103.295000
Valid,38.500000,Portugal,Fell,Stone-uncl,18876,"{'type': 'Point', 'coordinates': [-8, 38.5]}",1796-01-01T00:00:00.000,,4500,,-8.000000
Valid,31.416670,Po-wang Chen,Fell,LL,18879,"{'type': 'Point', 'coordinates': [118.5, 31.41667]}",1933-01-01T00:00:00.000,,665,,118.500000
Valid,48.302500,Prambachkirchen,Fell,L6,18883,"{'type': 'Point', 'coordinates': [13.94083, 48.3025]}",1932-01-01T00:00:00.000,,2125,,13.940830
Valid,49.666670,Pribram,Fell,H5,18887,"{'type': 'Point', 'coordinates': [14.03333, 49.66667]}",1959-01-01T00:00:00.000,,5555,,14.033330
Valid,39.116670,Pricetown,Fell,L6,18888,"{'type': 'Point', 'coordinates': [-83.85, 39.11667]}",1893-01-01T00:00:00.000,38,900,2566,-83.850000
Valid,39.350000,Puerto Lápice,Fell,Eucrite-br,45984,"{'type': 'Point', 'coordinates': [-3.51667, 39.35]}",2007-01-01T00:00:00.000,,500,,-3.516670
Valid,23.366670,Pulsora,Fell,H5,18899,"{'type': 'Point', 'coordinates': [75.18333, 23.36667]}",1863-01-01T00:00:00.000,,560,,75.183330
Valid,52.766670,Pultusk,Fell,H5,18901,"{'type': 'Point', 'coordinates': [21.26667, 52.76667]}",1868-01-01T00:00:00.000,,250000,,21.266670
Valid,13.333330,Punganaru,Fell,Stone-uncl,18902,"{'type': 'Point', 'coordinates': [78.95, 13.33333]}",1811-01-01T00:00:00.000,,100,,78.950000
Valid,-29.033330,Putinga,Fell,L6,18905,"{'type': 'Point', 'coordinates': [-53.05, -29.03333]}",1937-01-01T00:00:00.000,,300000,,-53.050000
Valid,32.083330,Qidong,Fell,L/LL5,18907,"{'type': 'Point', 'coordinates': [121.5, 32.08333]}",1982-01-01T00:00:00.000,,1275,,121.500000
Valid,26.533330,Qingzhen,Fell,EH3,18908,"{'type': 'Point', 'coordinates': [106.46667, 26.53333]}",1976-01-01T00:00:00.000,,2600,,106.466670
Valid,-30.116670,Queen's Mercy,Fell,H6,22357,"{'type': 'Point', 'coordinates': [28.7, -30.11667]}",1925-01-01T00:00:00.000,,7000,,28.700000
Valid,17.766670,Quenggouk,Fell,H4,22358,"{'type': 'Point', 'coordinates': [95.18333, 17.76667]}",1857-01-01T00:00:00.000,,6045,,95.183330
Valid,39.000000,Quesa,Fell,"Iron, IAB-ung",22360,"{'type': 'Point', 'coordinates': [-0.66667, 39]}",1898-01-01T00:00:00.000,,10750,,-0.666670
Valid,44.616670,Quija,Fell,H,22361,"{'type': 'Point', 'coordinates': [126.13333, 44.61667]}",1990-01-01T00:00:00.000,,17450,,126.133330
Valid,46.600000,Quincay,Fell,L6,22363,"{'type': 'Point', 'coordinates': [0.25, 46.6]}",1851-01-01T00:00:00.000,,65,,0.250000
Valid,-26.666670,Raco,Fell,H5,22368,"{'type': 'Point', 'coordinates': [-65.45, -26.66667]}",1957-01-01T00:00:00.000,,5000,,-65.450000
Valid,27.725280,Raghunathpura,Fell,"Iron, IIAB",22371,"{'type': 'Point', 'coordinates': [76.465, 27.72528]}",1986-01-01T00:00:00.000,,10200,,76.465000
Valid,28.225000,Rahimyar Khan,Fell,L5,31302,"{'type': 'Point', 'coordinates': [70.2, 28.225]}",1983-01-01T00:00:00.000,,67225,,70.200000
Valid,52.983330,Rakovka,Fell,L6,22376,"{'type': 'Point', 'coordinates': [37.03333, 52.98333]}",1878-01-01T00:00:00.000,,9000,,37.033330
Valid,26.450000,Ramnagar,Fell,L6,22384,"{'type': 'Point', 'coordinates': [82.9, 26.45]}",1940-01-01T00:00:00.000,,3766,,82.900000
Valid,24.166670,Rampurhat,Fell,LL,22385,"{'type': 'Point', 'coordinates': [87.76667, 24.16667]}",1916-01-01T00:00:00.000,,100,,87.766670
Valid,51.883330,Ramsdorf,Fell,L6,22386,"{'type': 'Point', 'coordinates': [6.93333, 51.88333]}",1958-01-01T00:00:00.000,,4682,,6.933330
Valid,23.983330,Ranchapur,Fell,H4,22387,"{'type': 'Point', 'coordinates': [87.08333, 23.98333]}",1917-01-01T00:00:00.000,,290.39999999999998,,87.083330
Valid,19.866670,Rancho de la Presa,Fell,H5,22390,"{'type': 'Point', 'coordinates': [-100.81667, 19.86667]}",1899-01-01T00:00:00.000,,300,,-100.816670
Valid,25.383330,Rangala,Fell,L6,22392,"{'type': 'Point', 'coordinates': [72.01667, 25.38333]}",1937-01-01T00:00:00.000,,3224.5,,72.016670
Valid,38.200000,Raoyang,Fell,L6,22394,"{'type': 'Point', 'coordinates': [115.7, 38.2]}",1919-01-01T00:00:00.000,,4910,,115.700000
Valid,26.666670,Ras Tanura,Fell,H6,22395,"{'type': 'Point', 'coordinates': [50.15, 26.66667]}",1961-01-01T00:00:00.000,,6.1,,50.150000
Valid,43.500000,Rasgrad,Fell,Stone-uncl,22396,"{'type': 'Point', 'coordinates': [26.53333, 43.5]}",1740-01-01T00:00:00.000,,24700,,26.533330
Valid,52.200000,Ratyn,Fell,Stone-uncl,22398,"{'type': 'Point', 'coordinates': [17.98333, 52.2]}",1880-01-01T00:00:00.000,,910,,17.983330
Valid,38.137420,Red Canyon Lake,Fell,H5,53502,"{'type': 'Point', 'coordinates': [-119.75812, 38.13742]}",2007-01-01T00:00:00.000,8,18.41,1391,-119.758120
Valid,42.475000,Reliegos,Fell,L5,22584,"{'type': 'Point', 'coordinates': [-5.33333, 42.475]}",1947-01-01T00:00:00.000,,17300,,-5.333330
Valid,-6.733330,Rembang,Fell,"Iron, IVA",22585,"{'type': 'Point', 'coordinates': [111.36667, -6.73333]}",1919-01-01T00:00:00.000,,10000,,111.366670
Valid,44.766670,Renazzo,Fell,CR2,22586,"{'type': 'Point', 'coordinates': [11.28333, 44.76667]}",1824-01-01T00:00:00.000,,1000,,11.283330
Valid,-32.750000,Renca,Fell,L5,22587,"{'type': 'Point', 'coordinates': [-65.28333, -32.75]}",1925-01-01T00:00:00.000,,300,,-65.283330
Valid,38.666670,Renqiu,Fell,L6,22589,"{'type': 'Point', 'coordinates': [116.13333, 38.66667]}",1916-01-01T00:00:00.000,,355,,116.133330
Valid,48.600000,Repeev Khutor,Fell,"Iron, IIF",22590,"{'type': 'Point', 'coordinates': [45.66667, 48.6]}",1933-01-01T00:00:00.000,,7000,,45.666670
Valid,51.333330,Revelstoke,Fell,CI1,22592,"{'type': 'Point', 'coordinates': [-118.95, 51.33333]}",1965-01-01T00:00:00.000,,1,,-118.950000
Valid,28.200000,Rewari,Fell,L6,22593,"{'type': 'Point', 'coordinates': [76.66667, 28.2]}",1929-01-01T00:00:00.000,,3332,,76.666670
Valid,35.033330,Rich Mountain,Fell,L6,22597,"{'type': 'Point', 'coordinates': [-83.03333, 35.03333]}",1903-01-01T00:00:00.000,37,668,2388,-83.033330
Valid,-44.116670,Uzcudun,Fell,L,24140,"{'type': 'Point', 'coordinates': [-66.15, -44.11667]}",1948-01-01T00:00:00.000,,20000,,-66.150000
Valid,46.883330,Richardton,Fell,H5,22599,"{'type': 'Point', 'coordinates': [-102.31667, 46.88333]}",1918-01-01T00:00:00.000,3,90000,569,-102.316670
Valid,31.250000,Richland Springs,Fell,OC,22602,"{'type': 'Point', 'coordinates': [-99.03333, 31.25]}",1980-01-01T00:00:00.000,23,1900,2885,-99.033330
Valid,37.466670,Richmond,Fell,LL5,22603,"{'type': 'Point', 'coordinates': [-77.5, 37.46667]}",1828-01-01T00:00:00.000,40,1800,2764,-77.500000
Valid,-26.100000,Rio Negro,Fell,L4,22611,"{'type': 'Point', 'coordinates': [-49.8, -26.1]}",1934-01-01T00:00:00.000,,1310,,-49.800000
Valid,45.483330,Rivolta de Bassi,Fell,Stone-uncl,22614,"{'type': 'Point', 'coordinates': [9.51667, 45.48333]}",1491-01-01T00:00:00.000,,103.3,,9.516670
Valid,41.083330,Rochester,Fell,H6,22637,"{'type': 'Point', 'coordinates': [-86.28333, 41.08333]}",1876-01-01T00:00:00.000,35,340,150,-86.283330
Valid,-23.383330,Rockhampton,Fell,Stone-uncl,22640,"{'type': 'Point', 'coordinates': [150.51667, -23.38333]}",1895-01-01T00:00:00.000,,1641,,150.516670
Valid,42.300000,Roda,Fell,Diogenite,22641,"{'type': 'Point', 'coordinates': [0.55, 42.3]}",1871-01-01T00:00:00.000,,400,,0.550000
Valid,50.350000,Rodach,Fell,Stone-uncl,22642,"{'type': 'Point', 'coordinates': [10.8, 50.35]}",1775-01-01T00:00:00.000,,2900,,10.800000
Valid,44.516670,Rose City,Fell,H5,22766,"{'type': 'Point', 'coordinates': [-83.95, 44.51667]}",1921-01-01T00:00:00.000,50,10600,361,-83.950000
Valid,52.766670,Rowton,Fell,"Iron, IIIAB",22773,"{'type': 'Point', 'coordinates': [-2.51667, 52.76667]}",1876-01-01T00:00:00.000,,3500,,-2.516670
Valid,-1.450000,Ruhobobo,Fell,L6,22780,"{'type': 'Point', 'coordinates': [29.83333, -1.45]}",1976-01-01T00:00:00.000,,465.5,,29.833330
Valid,0.266670,Rumuruti,Fell,R3.8-6,22782,"{'type': 'Point', 'coordinates': [36.53333, 0.26667]}",1934-01-01T00:00:00.000,,67,,36.533330
Valid,-10.266670,Rupota,Fell,L4-6,22783,"{'type': 'Point', 'coordinates': [38.76667, -10.26667]}",1949-01-01T00:00:00.000,,6000,,38.766670
Valid,51.133330,Ryechki,Fell,L5,22791,"{'type': 'Point', 'coordinates': [34.5, 51.13333]}",1914-01-01T00:00:00.000,,13000,,34.500000
Valid,27.433330,Sabetmahet,Fell,H5,22792,"{'type': 'Point', 'coordinates': [82.08333, 27.43333]}",1855-01-01T00:00:00.000,,1250,,82.083330
Valid,23.083330,Sabrum,Fell,LL6,22793,"{'type': 'Point', 'coordinates': [91.66667, 23.08333]}",1999-01-01T00:00:00.000,,478,,91.666670
Valid,51.533330,Sagan,Fell,Stone-uncl,22796,"{'type': 'Point', 'coordinates': [14.88333, 51.53333]}",1636-01-01T00:00:00.000,,,,14.883330
Valid,43.733330,Saint-Sauveur,Fell,EH5,23101,"{'type': 'Point', 'coordinates': [1.38333, 43.73333]}",1914-01-01T00:00:00.000,,14000,,1.383330
Valid,45.300000,Saint-Séverin,Fell,LL6,23102,"{'type': 'Point', 'coordinates': [0.23333, 45.3]}",1966-01-01T00:00:00.000,,271000,,0.233330
Valid,35.666670,Sakauchi,Fell,Iron,23103,"{'type': 'Point', 'coordinates': [136.3, 35.66667]}",1913-01-01T00:00:00.000,,4180,,136.300000
Valid,44.979170,Salem,Fell,L6,23107,"{'type': 'Point', 'coordinates': [-122.96944, 44.97917]}",1981-01-01T00:00:00.000,12,61.4,2409,-122.969440
Valid,46.050000,Salles,Fell,L5,23111,"{'type': 'Point', 'coordinates': [4.63333, 46.05]}",1798-01-01T00:00:00.000,,9000,,4.633330
Valid,52.750000,Salzwedel,Fell,LL5,23114,"{'type': 'Point', 'coordinates': [11.05, 52.75]}",1985-01-01T00:00:00.000,,43,,11.050000
Valid,25.666670,Samelia,Fell,"Iron, IIIAB",23115,"{'type': 'Point', 'coordinates': [74.86667, 25.66667]}",1921-01-01T00:00:00.000,,2462,,74.866670
Valid,33.484720,San Juan Capistrano,Fell,H6,23128,"{'type': 'Point', 'coordinates': [-117.6625, 33.48472]}",1973-01-01T00:00:00.000,8,56,1174,-117.662500
Valid,43.666670,San Michele,Fell,L6,31315,"{'type': 'Point', 'coordinates': [13, 43.66667]}",2002-01-01T00:00:00.000,,237,,13.000000
Valid,-31.016670,San Pedro de Quiles,Fell,L6,23130,"{'type': 'Point', 'coordinates': [-71.4, -31.01667]}",1956-01-01T00:00:00.000,,282,,-71.400000
Valid,19.766670,San Pedro Jacuaro,Fell,LL6,34063,"{'type': 'Point', 'coordinates': [-100.65, 19.76667]}",1968-01-01T00:00:00.000,,460,,-100.650000
Valid,-29.200000,Santa Barbara,Fell,L4,23161,"{'type': 'Point', 'coordinates': [-51.86667, -29.2]}",1873-01-01T00:00:00.000,,400,,-51.866670
Valid,24.166670,Santa Cruz,Fell,CM2,23164,"{'type': 'Point', 'coordinates': [-99.33333, 24.16667]}",1939-01-01T00:00:00.000,,60,,-99.333330
Valid,-33.900000,Santa Isabel,Fell,L6,23165,"{'type': 'Point', 'coordinates': [-61.7, -33.9]}",1924-01-01T00:00:00.000,,5500,,-61.700000
Valid,-31.535556,Santa Lucia (2008),Fell,L6,50909,"{'type': 'Point', 'coordinates': [-68.489444, -31.535556]}",2008-01-01T00:00:00.000,,4000,,-68.489444
Valid,-20.810000,São Jose do Rio Preto,Fell,H4,23171,"{'type': 'Point', 'coordinates': [-49.38056, -20.81]}",1962-01-01T00:00:00.000,,927,,-49.380560
Valid,52.550000,Saratov,Fell,L4,23176,"{'type': 'Point', 'coordinates': [46.55, 52.55]}",1918-01-01T00:00:00.000,,200000,,46.550000
Valid,34.716670,Sasagase,Fell,H,23187,"{'type': 'Point', 'coordinates': [137.78333, 34.71667]}",1688-01-01T00:00:00.000,,695,,137.783330
Valid,43.150000,Sauguis,Fell,L6,23188,"{'type': 'Point', 'coordinates': [-0.85, 43.15]}",1868-01-01T00:00:00.000,,4000,,-0.850000
Valid,47.216670,Savtschenskoje,Fell,LL4,23190,"{'type': 'Point', 'coordinates': [29.86667, 47.21667]}",1894-01-01T00:00:00.000,,2500,,29.866670
Valid,35.866670,Sayama,Fell,CM2,23192,"{'type': 'Point', 'coordinates': [139.4, 35.86667]}",1986-01-01T00:00:00.000,,430,,139.400000
Valid,49.233330,Sazovice,Fell,L5,23455,"{'type': 'Point', 'coordinates': [17.56667, 49.23333]}",1934-01-01T00:00:00.000,,412,,17.566670
Valid,53.350000,Schellin,Fell,L,23457,"{'type': 'Point', 'coordinates': [15.05, 53.35]}",1715-01-01T00:00:00.000,,7000,,15.050000
Valid,42.860830,Schenectady,Fell,H5,23458,"{'type': 'Point', 'coordinates': [-73.95028, 42.86083]}",1968-01-01T00:00:00.000,47,283.3,2142,-73.950280
Valid,48.116670,Schönenberg,Fell,L6,23460,"{'type': 'Point', 'coordinates': [10.46667, 48.11667]}",1846-01-01T00:00:00.000,,8000,,10.466670
Valid,44.366670,Searsmont,Fell,H5,23472,"{'type': 'Point', 'coordinates': [-69.2, 44.36667]}",1871-01-01T00:00:00.000,49,5400,1727,-69.200000
Valid,38.300000,Sediköy,Fell,L6,23473,"{'type': 'Point', 'coordinates': [27.13333, 38.3]}",1917-01-01T00:00:00.000,,240,,27.133330
Valid,26.750000,Segowlie,Fell,LL6,23476,"{'type': 'Point', 'coordinates': [84.78333, 26.75]}",1853-01-01T00:00:00.000,,6930,,84.783330
Valid,-7.233330,Selakopi,Fell,H5,23481,"{'type': 'Point', 'coordinates': [107.33333, -7.23333]}",1939-01-01T00:00:00.000,,1590,,107.333330
Valid,22.833330,Seldebourak,Fell,H5,23483,"{'type': 'Point', 'coordinates': [4.98333, 22.83333]}",1947-01-01T00:00:00.000,,150,,4.983330
Valid,22.250000,Semarkona,Fell,LL3.00,23487,"{'type': 'Point', 'coordinates': [79, 22.25]}",1940-01-01T00:00:00.000,,691,,79.000000
